session_id,target
1,0.0014476649872461685
2,1.9574134519240147e-08
3,4.8358632231035024e-08
4,1.1310489346194545e-07
5,1.0388246070695214e-05
6,0.0005139200081729768
7,0.0016289251810257467
8,0.0003210197871819854
9,0.00026517011997362555
10,0.010906079221559301
11,4.0600389372263853e-05
12,7.34678178824817e-05
13,0.00041822018073679344
14,0.4084988363056522
15,4.7764333271696405e-05
16,0.002629426006394202
17,0.0007865054576808569
18,3.258540749608081e-05
19,0.0004661266121454492
20,5.556471970804534e-07
21,0.04609384001184161
22,2.2711201815441788e-07
23,3.311562043371287e-05
24,0.0004840369453735392
25,0.0026346510411571185
26,3.414057701739324e-08
27,0.0007031595650279145
28,3.0905226143682296e-07
29,0.007684312574208161
30,9.451631421422303e-05
31,0.013982575202903528
32,0.009267918964880021
33,0.0007353850482054918
34,3.182509543348774e-07
35,0.009267515488116652
36,0.0002970218428263701
37,3.329469521645831e-08
38,4.1772920867064086e-08
39,9.451631421422303e-05
40,2.418876997529778e-05
41,0.00034645621336778907
42,0.00708389350407587
43,5.252260842049697e-06
44,2.4147677884135784e-06
45,0.3541358418338465
46,7.5049403957466486e-06
47,0.006512281214706582
48,0.00020785647578143942
49,1.7599115933271577e-05
50,1.2823527005293899e-05
51,2.595147050885892e-07
52,3.954111466062681e-06
53,0.04262381797035239
54,6.007584788943413e-05
55,2.9634383920215393e-05
56,0.001430243793007715
57,2.4876372805767717e-06
58,6.11107355670729e-05
59,7.629895307780818e-06
60,7.152201658113251e-06
61,1.5899238912384303e-05
62,0.006007624749955971
63,2.824838920477648e-05
64,9.701253102350802e-05
65,6.2277932154015355e-06
66,4.910734327295259e-07
67,0.0009107427260975474
68,3.251679495521454e-05
69,0.08670188685297592
70,0.00034301706181525115
71,7.845642622600671e-05
72,7.629895307780818e-06
73,0.0038081494496917103
74,1.9574134519240147e-08
75,3.057226132112236e-05
76,8.622032850243581e-05
77,0.0004037564814656019
78,0.0012673909842489464
79,1.310260880510862e-05
80,0.00041548489601789615
81,2.26315311323715e-05
82,0.00010924955022062936
83,3.437233886077801e-08
84,0.8877230486410974
85,7.536119172674324e-06
86,9.463160909184058e-07
87,0.0021282701187899968
88,0.0001916164259273208
89,0.0006523127657661616
90,0.03489829231012722
91,0.0002095915071797285
92,3.2224206000906406e-06
93,0.012233174166756922
94,0.00030272619028659525
95,0.017209394591008176
96,1.2784165830536913e-07
97,9.775864556069675e-05
98,0.0001200280481055256
99,4.669931942519715e-05
100,0.00023423819980907757
101,0.0016835155280988503
102,0.02174109807798751
103,0.0017348165284175234
104,0.0017045052899738473
105,7.1861449385069635e-06
106,0.00015979889357999676
107,0.0009797799612317215
108,7.323352527838612e-06
109,4.095397493502895e-05
110,8.791555772402183e-05
111,0.00013160294809087507
112,2.451429823679114e-07
113,0.015897114654289404
114,8.594427128072472e-06
115,8.167901949153628e-05
116,1.006757861600009e-05
117,0.001087985596125405
118,0.0002053369456303944
119,6.411791230870266e-05
120,0.00016528899925054335
121,4.488204796439687e-05
122,9.451631421422303e-05
123,0.00022219719093471445
124,3.6177337132298037e-06
125,0.00430608714514732
126,8.376245004265924e-07
127,2.133997724098323e-08
128,0.0007905357008775087
129,0.0008161694671696752
130,0.0025262179912649576
131,0.053011778092144975
132,0.0016289251810257467
133,0.0013758093525445348
134,1.6530192234088802e-06
135,2.89215764723848e-06
136,9.852907637985688e-05
137,0.0005298231760380148
138,0.0008968391949108253
139,2.3205125456605143e-06
140,0.002139192662149974
141,1.1281953306697254e-08
142,0.0007204690103585537
143,0.000580951153283539
144,0.002051835508570345
145,1.9574134519240147e-08
146,0.0052982270253410894
147,0.0007730857404199227
148,0.0009910044578693865
149,0.0009331396693469527
150,0.008276099929072807
151,2.765741023102007e-06
152,0.0021574588298553703
153,0.003265428749761612
154,0.0023586174850287324
155,2.4191841173282473e-05
156,8.315421107803664e-05
157,0.00013938395617103534
158,9.852907637985688e-05
159,1.786515850471953e-06
160,9.451631421422303e-05
161,0.0006190541139367419
162,0.00010618468083061672
163,8.46193071775473e-05
164,0.0014229182659021547
165,4.4843435925831936e-07
166,3.332365333425352e-05
167,0.003381141716351121
168,0.0009405168509073823
169,0.0008989885024505258
170,0.0009945851923133955
171,0.0016463286986306543
172,1.0841726253619423e-05
173,7.747642507462378e-05
174,2.2565150090732745e-05
175,0.6800156017836979
176,0.0010022245358748147
177,0.0047114562511325715
178,3.45504913523708e-07
179,2.0742003292285e-05
180,8.06791343266234e-05
181,0.00044787347016597175
182,0.024984297861077375
183,0.0004099515268626823
184,6.558435618548623e-06
185,0.0002379643863017442
186,4.254978716603119e-05
187,1.964508413308918e-06
188,1.1053702047550112e-06
189,0.001358198991848002
190,1.4682254625437838e-05
191,0.0009405385858146023
192,0.000213140588426356
193,0.0007563103026282461
194,0.016404168633196145
195,0.00045001740376185586
196,1.2950177777697115e-08
197,0.0002752911504604018
198,0.002574967071154161
199,0.0013105210751526292
200,5.278268879837047e-06
201,7.5049403957466486e-06
202,0.07044006761813529
203,1.0383759091515198e-06
204,0.00014880777775375513
205,0.0050748317577931
206,2.593801400549755e-09
207,6.995003461925312e-05
208,0.024249311439568707
209,4.3333031194856595e-06
210,0.0012276196538631536
211,1.1137787290902285e-05
212,0.0035913524128880834
213,4.30948424848464e-05
214,0.0013240983139159877
215,0.01700018408162534
216,0.002589616019837126
217,0.007600289033012047
218,0.0008989885024505258
219,0.03578881027396545
220,0.0006455691485983062
221,0.00020522895367351267
222,0.00016431408538972026
223,0.0004742977446629137
224,0.0008989885024505258
225,0.04162386945430094
226,0.0022441096527420564
227,0.0006924634434129394
228,4.9753404096004186e-05
229,0.0002333556618786256
230,0.0006781001938566167
231,7.241212460744471e-06
232,3.723133369661437e-05
233,7.296266984769112e-05
234,0.005428801006368841
235,1.3352273991025423e-05
236,0.002154277161415615
237,0.0008815283352963656
238,0.0016289251810257467
239,9.451631421422303e-05
240,0.0016782659214875826
241,6.350731489393675e-06
242,1.4285382470712866e-07
243,2.475040125158681e-08
244,9.2554294943647e-05
245,8.556485852938804e-05
246,7.201121122124102e-06
247,0.016874160703128936
248,0.00017487102995939965
249,4.359646085572155e-06
250,0.0001523513553936153
251,0.03121577864810202
252,0.00015597527748015643
253,0.00012860693443949984
254,0.05423007846214786
255,0.0003935485382854181
256,1.0663222719785164e-09
257,0.0007908030259208108
258,0.0021951011698925402
259,0.0034818254335915403
260,0.014262889391197055
261,2.594787333232377e-05
262,0.04471520195198211
263,0.00014893299608145292
264,0.0009677012285866145
265,0.0012589831627560159
266,6.9323520482979655e-06
267,4.354136588988338e-12
268,1.134093010417756e-05
269,0.0003364317245637302
270,0.0004071239071471093
271,1.7988495931462517e-05
272,0.0008097759722369513
273,5.239227121603356e-05
274,0.0013964390960473545
275,0.0018386059892585953
276,2.0891264580128633e-07
277,0.0007556263002200607
278,0.0019920244739771546
279,1.0718735486308983e-05
280,0.0017047261800246618
281,9.68306434397214e-06
282,0.0011536314818527825
283,0.0006461206847444964
284,3.4516071154295484e-06
285,0.00010614667065070745
286,5.0758864233546485e-09
287,0.0009537624716023212
288,4.0491514424317276e-06
289,0.0004463004828746488
290,6.995289550275556e-06
291,0.039247352689618424
292,0.00012179625373194062
293,0.0017741060311303246
294,7.0711997919527765e-06
295,0.00014069824093195852
296,0.00011915449328835619
297,0.00010016752347066169
298,2.128347436692782e-06
299,6.758670928702825e-07
300,0.00012856997728023675
301,6.995289550275556e-06
302,1.2443972598875546e-05
303,2.5970137501814846e-07
304,0.0002624957818578429
305,0.057374416596770506
306,1.539017547695362e-05
307,0.0005350162199752415
308,0.0007824456787497119
309,0.0015861499683970752
310,3.475176359635054e-05
311,0.0006140424207474945
312,0.0011308410340695972
313,0.020720204922395756
314,8.398205841112659e-05
315,1.3497297632308127e-05
316,2.8504849813444787e-06
317,0.0034678490059011167
318,0.00024304203487377968
319,8.022624581279589e-05
320,2.7527268217710944e-06
321,0.003055206057023427
322,9.663879340641779e-05
323,0.00016191176378967014
324,0.0019649755853393853
325,0.001469184910323906
326,0.0010463174036598442
327,9.738263557630822e-06
328,0.0018308701637927951
329,9.451631421422303e-05
330,2.9562745810317715e-05
331,0.00495984354018335
332,0.04455660955863727
333,0.06900908553335122
334,2.8865476142919457e-05
335,0.00047843400293255434
336,0.0014369068634098973
337,0.00036202595755125154
338,0.004981828560302865
339,2.7946173144500815e-05
340,0.0007917327169680469
341,3.470464236842093e-06
342,0.00041990712419468
343,0.001618088105662628
344,0.0007339191049874116
345,0.0004318187388336314
346,0.0010948631836242475
347,0.9559056809119447
348,2.059620940412826e-05
349,2.95069827990548e-06
350,0.00241708908465829
351,3.2397025640526454e-05
352,0.00640697955541611
353,0.01604889298972798
354,0.0005879537535191535
355,0.002334547706584606
356,0.002138738890833163
357,3.060007393157685e-05
358,1.9574134519240147e-08
359,0.006938721423364467
360,5.9457344195272315e-06
361,0.05954666108564806
362,0.025599670641247046
363,0.0004719251394043854
364,0.016388986450684956
365,2.4273366534714084e-09
366,2.369412494970602e-09
367,1.2643807869750305e-07
368,0.0017832492025663905
369,0.0011930735808005969
370,1.928999131416454e-05
371,0.0016289251810257467
372,1.4271479495279324e-05
373,3.3741398341298266e-07
374,2.1925098778497828e-08
375,0.000595449522541803
376,0.001044749607958465
377,3.583401423774666e-05
378,3.05931779757535e-08
379,1.9954266662367588e-06
380,0.0008561435325894471
381,0.00047843400293255434
382,0.0017016202177163394
383,6.142432758655198e-07
384,0.0028539966273046146
385,0.0011442748363706724
386,5.828191805396056e-05
387,0.000230143246472502
388,0.0011460639215369638
389,5.496995886818827e-05
390,0.0005632302998665035
391,5.460056922317054e-07
392,0.0003033272864771057
393,0.0016289251810257467
394,5.749161490063508e-06
395,0.0003673689702796841
396,0.00013868004897832104
397,4.5818831180093335e-06
